,Source User id,Follower id
1579,109245334096467717,"[110302138501942839, 110306428925652481, 58317, 110304663289910840, 110295527316616978, 108153692891988318, 109120283274056533, 106767583344085432, 109286818440701633, 110274802400058075, 109359175827253661, 109874660775354009, 109434819086403457, 110278278181825426, 110278643516343288, 108199298938345912, 1302832, 110219880441265038, 109523369074357673, 106676472661385721, 109954294851698448, 110242073867830773, 109261026948960351, 110083979898901299, 110243544646429406, 109432599863273951, 109547223658214330, 110173161793044698, 110238670224171275, 110235411185336510, 110223721398502785, 109564896927210875, 109522228281114054, 109336416286755625, 110226694370268976, 109280770544114981, 109365903346842633, 110218403435036027, 110212673864748280, 110204094523353367]"
3548,465026,"[110248945149766909, 110247780101643035]"
409,110179346945492636,"[110178719836096199, 110290584187882541, 110279224459441675, 109118206741115822, 109757533487217234, 108222538637362538, 109373852528225053, 110270720094237278, 110235726660166031, 108275039698931751, 108226713531924801, 110100878444442877, 109886054651128262, 109332008231729422, 109743065079552760, 109462566162850136, 110256857111721857, 108338991638474495, 110101942909584267, 109658885995363185, 108506261998985214, 109112145543845923, 109252310024461872, 1248810, 109247177612515831, 110219173605501105, 109376538620977772, 109511641865202432, 110180077253580264, 109627774802746601, 110193619708005040, 109581651445353087, 431138, 110226681428213754, 110224528573538894, 109585699478397149, 108210330494747204, 109257374601163508, 109360738626994940, 109386873855622778]"
5231,110237422825100187,"[110310867496144637, 110290894712539898, 110284714470640218, 1097579, 110179686490609822, 110181231885555799, 355096, 110052842215790186, 109506765333429102, 23439, 110070018925161431, 110035557140472404, 110044489115812231, 109315453809257745, 109308962755481945, 109961211418550350, 109956450497135672]"
3777,109258494895990438,"[109424076019289779, 110259886695835231, 109287656158524880, 110175789333724655, 194543, 109385480753484009, 110129187233917029, 109337882695089857, 110103218157729413, 109374351559210403, 109331955446644883, 109251360655677773, 110020964923155487, 109507675942534850, 109529550605913090, 109968565309900843, 109327101581254446, 109845298550366701, 109547090501178483, 109257209981799601, 109848217179203604, 109807821846490827, 109365670439054355, 109446905362709182, 109554008057681856, 109320387071599319, 109734506473674772, 109497128081274541, 109473770715041768, 109400396044255187, 109429106882847775, 109651249145090557, 109293037247449928, 109349332368928721, 109331360386915615, 72915, 109526644905655510, 109626218115383751, 109502045190270275, 109621542593534683]"
477,109255930949131696,"[110208277659981358, 110279399404855292, 110272887728876765, 110185828386881540, 110301019059310384, 110300446485383203, 110180360754907463, 110291148600797411, 109582418081895426, 110287806600726125, 109325578062977263, 110261587704231277, 1142756, 110270872830735929, 109836973492234066, 108219438487536523, 108222836421911584, 110157717291678880, 109983777732936904, 110253645690840327, 110236678941801409, 110243073213779791, 110242671729141789, 110225822796280835, 110238765796668736, 109321834683359429, 110232679241599746, 110232737123550757, 109536359112657517, 110225565053167730, 110216405260753384, 1127917, 110216749883862161, 110194551153972078, 108295129255625863, 109367289236681282, 1113910, 110199305541648507, 110196968734367863, 109353217182102064]"
1329,110000966488991678,"[110027804364302310, 109324674425989375, 110290584187882541, 109375072506610249, 109364411998635199, 106840006578156768, 452454, 110021168538407248, 110136179948180548, 110100878444442877, 108215438784956057, 655782, 109338589377796071, 818377, 110227411956499425, 109882256738785189, 110199768891288258, 109362400640503149]"
4035,106139770918214883,"[109274286465000383, 110169948126800327, 293032, 110060313804221704, 109247893055972211, 109935664727190911, 109918835522236389, 109851759780446452, 457848, 1286456, 109834935392844337, 109326642413195637, 109769013073267025, 109540073728739889, 109754314744472653, 199939, 109302171407391589, 109335661035295478, 109589784303467719, 109414598065545907, 109257507246191654, 109580460157941665, 109569627085503922, 109291046564002750, 656311, 108226689645591041, 109270804489830894, 109249869543252694, 109269168514454344, 108200273387585667, 109536491849763226, 109536119074902865, 108130628459246939, 109524448464020839, 109320622727071074, 109523599161993075, 109522530125540258, 109523104684595220, 109516848281443078, 109246317884313071]"
1777,216489,"[110040584520654856, 109326934090373134, 110297860211560728, 109872824353300268, 110283907469535009, 109315182603967008, 108197900630052143, 110182575606214554, 109338653993750590, 109300338475204761, 109332355975941937, 110102257981526081, 109354564202240035, 110121018807249491, 109371010876960470, 110071802655587843, 109491505987552890, 109374422430838442, 109803805153550999, 858938, 109317455263984478, 109246066493998203]"
6096,220713,"[110289117400872682, 109354564202240035, 109298287900223242, 110103218157729413, 109299587359294298, 109347703964013140, 109524355014590147, 109941021932547079, 23439, 109847070264636922, 109627700150974330, 109355257125665747, 109326207616505551, 109852343259315199, 109345064319314536, 109506602509410212, 109352550424965278, 109333455297112361, 109294083757612316, 109733044433148000, 109694950946952883, 109359242542474575, 109620807771995359, 109294067957742097, 109549820619147103, 109515052544518835, 109307677181508680, 109554863730536695, 109553503213023871, 109343155878244199, 109548311155160633, 109297106477569763, 109514010664121571, 109362218508656288, 109536550455401068, 109348318874200129, 109365152962769706, 109320987557891250, 109300686122076111, 109524630258828326]"
5792,215719,"[110248945149766909, 110247780101643035]"
4060,109514399694627536,"[110251481531321454, 110245577597258302, 110233998163434569, 110226725620436225, 110198088964215163, 737227, 110153102933701065, 110103218157729413, 109946727577828079, 110025636484391394, 109315453809257745, 110028408580362397, 110000461395566217, 1145943, 109956859560146518, 109947983377470892, 107347343162123272, 109833896312655563, 109564485523011130]"
9041,109847115629879659,"[109622221066512048, 109361596013341409, 109257763368361439, 109259085605549951, 109324896791619450, 109625758627552635, 109315453809257745, 110027507157458340, 108202348171195316, 109693628838412277, 109309880077246841, 108193087055357058, 109252372645232221, 109295504291766525, 109341465009182177, 109392744803351511, 109626574977298684, 109375471884858011, 108294943618216727, 109340615789801677, 109247603488655271, 109438096534573641, 109284762232958909, 109270647092074423, 109244820628631289, 135874, 109262912116170601, 109302574612244646, 109541589004740073, 108299856716239147, 109591708595498650, 109620245928298954, 109569348988723180, 109552271093746406, 109545978846701612, 109314940552168464, 109245467898283121, 109522920945700899, 109298663708497556, 7985]"
6030,109410624579143588,"[110061607771996981, 109989490366090045, 109471757628889863, 109726582634399595, 560226, 109248557047393807, 125105, 109308623493541248, 807108, 109417841192753413, 108525551288418075, 109307545416709138, 109316029141955286, 109356913505096736, 109388178370988537, 109349063126899818, 109297303740475372, 41147, 926445, 109337481858278687, 109288032543065212, 428614]"
5898,110247781215558236,"[110262840419519694, 110043295249906955]"
9160,110006386639503418,"[110302138501942839, 867706, 110310590197856954, 109330881632424650, 110304777985111955, 109321044168568787, 110303379259223879, 110300824520459552, 110302368614475535, 109302654639516974, 110301784954487791, 110276986819970954, 110257977099091916, 110299756791104562, 110299655029279287, 110299282817043334, 110295527316616978, 110289308086682018, 110288994793498448, 108202904715034348, 109427827085152960, 109817702563139356, 108126686855312410, 109395337381507021, 110286593370986554, 106767583344085432, 110274802400058075, 110282478408268125, 109884287562396397, 110279167890975568, 109254282819066970, 1302832, 110264850673583110, 108199270820407463, 110270870727941364, 109538490126204791, 109560165247895416, 110268345713005189, 110267179980841487, 109259278835864757]"
1545,32375,"[109741664242608211, 110284337618534385, 110103218157729413, 109277837580353250, 2145, 109362078761774955, 109536965124331009, 110236911451713872, 109894302069513053, 108285507701936436, 110107978004044191, 110015328060350582, 110005299161849251, 109950604182715951, 109913561723853908, 109303453807455439, 109723228667484206, 108492076099741509, 109853766529545628, 109851104221537518, 336325, 395699, 109295068965214729, 109483858912056930, 109802130343018515, 244637, 109814291236787268, 109304282710436535, 109750073446014180, 1136867, 109554509603717397, 109803785840713121, 109803169228704664, 109738076155861290, 109259343844365134, 109246557447328246, 109551142304905970, 106170962775184826, 17373, 237743]"
6311,108223164730156358,"[110309425663721054, 110306638782189384, 109251985692772548, 110294150226142036, 110303729407333850, 110300520400723511, 110290584187882541, 110275681687832463, 109245554436089029, 109295608857373695, 888958, 109303720047964365, 109374224605730877, 109302010934189002, 110100878444442877, 110283652776411231, 109359050612759042, 110281686164211931, 109563324178871519, 109524859530712798, 110276388037293402, 110276276085262196, 108198078802624837, 109247331056517886, 109309381402367404, 109361298394922525, 109369900699717874, 109410367301231378, 110270043178139899, 109363939799881254, 109278799219747266, 110152463467280600, 109525401933968430, 109355483014017900, 109524223259340768, 110259730114669535, 109298485319087085, 110253620082004630, 109366721321686707, 109244661959657177]"
8966,109501030772026077,"[110101895069873356, 110101775535363716]"
6181,109308962755481945,"[108222836421911584, 110204716200991636, 110103822616647471, 109315453809257745, 109929094813838785, 109880217315885408, 110005536294601750, 109265786260614905, 109354922606556619, 109906, 109798274120881682, 109750299185242823, 947222, 109496697929636553, 109252616608780886, 108220781455822587, 109513162483728999, 109504119366287767, 109574693797138222, 464278, 312351, 109360709634090360, 945728, 107909616669852316, 109242515826793009, 109314497321462652, 109372206855550681, 109254191607003720, 109338241942114962, 109112423934373619]"
8562,110243267736605019,"[110306612302450008, 109293968358239249, 110296481496840710, 109304164524381371, 109386142990426327, 72915, 110266439782777391, 109290769247061540, 110234763602481978, 110273215530512473, 109358544043904637, 292026, 110272514001961428, 110262812864256181, 42515, 110225230267881813, 109326479774378594, 108196693981819390, 109832127422396285, 109371625189443217, 109524382489883725, 109326527575282503, 109323451766884912, 106171852968263281, 109273953004537469, 110182637082977603, 110060762581146835, 109702860297767191, 109531736143811033, 109963361847492222, 109332586067911687, 110173335703448754, 109981531130646465, 109521003148678105, 109248945403729531, 109332071357223261, 109394920894164425, 109309579282278287, 110142246758821707, 109517915898017804]"
5368,110230437400796808,"[110208277659981358, 110279399404855292, 110272887728876765, 110185828386881540, 110301019059310384, 110300446485383203, 110180360754907463, 110291148600797411, 109582418081895426, 110287806600726125, 109325578062977263, 110261587704231277, 1142756, 110270872830735929, 109836973492234066, 108219438487536523, 108222836421911584, 110157717291678880, 109983777732936904, 110253645690840327, 110236678941801409, 110243073213779791, 110242671729141789, 110225822796280835, 110238765796668736, 109321834683359429, 110232679241599746, 110232737123550757, 109536359112657517, 110225565053167730, 110216405260753384, 1127917, 110216749883862161, 110194551153972078, 108295129255625863, 109367289236681282, 1113910, 110199305541648507, 110196968734367863, 109353217182102064]"
773,41635,"[110287218380624882, 109855641686800461, 109985681656996991, 109320055978937631, 110089082196783449, 110002500700527208, 109387846769569499, 109966588422311189, 544958, 109248418501251656, 109945153762802038, 109598821812691363, 109251057627695183, 109736953866784795, 109676489370877025, 109335190509679387, 109257904604191284, 109603521288014356, 108199139164641337, 109414962587839238, 109552218970147628, 109309248867918383, 109306479996538224, 109520889905953319, 109251904622538636, 109369477037194952, 493113, 109269997253518821, 109270025645941940, 109451757710559277, 109392127431854378, 109245502044169856, 109391890216141033, 109355067364531257, 109389616440639220, 109382176079888811, 109375221977866125, 109366958709206095, 109354277694891320, 109338480236187583]"
6773,109246036385549256,"[110143263282116557, 109921599552967359, 109909028686779589, 108248790140395927, 109372254158265431, 109842538320097564, 109841188634011389, 109679315984178802, 108201606392045324, 109299427786957954, 109245672302261720, 108223164730156358, 109429823384375645, 109357632822267551, 107381606285095454, 108135850843043016, 109268894528951381, 109346711144252113, 109383116721259887, 109335479432156327, 109398582291522916, 108197668542451266, 109337643743422143, 108160537423272264, 109247326538387539, 109366942843814960, 109373389187531853, 109343995288954956, 109337736334735562, 109369079237722543, 109346336060222558, 588103, 109256727227649744, 108947988881943938, 109375713797265390, 109372242553659836, 109369572432306594, 109245662937354573, 30010, 109244584596901309]"
8809,110151017522373005,"[110296891815390063, 510714, 489928, 109303861536471143, 109940330642741479, 109280868166970729, 109364668069119362, 109386142990426327, 109310378762826777, 231587, 109326089248813292, 109386225079856959, 109271122248728382, 109341858255988212, 110264618842210300, 110276750781506600, 110242834174235457, 110265548537601107, 110262812864256181, 108442179766260348, 110244804523933229, 109463205272941927, 109524610791536491, 193749, 109987886198671601, 109338061660697407, 110103218157729413, 110145401722055295, 109312582618562080, 109336851987706232, 110187327440436516, 109496163997949912, 417811, 109315756247246228, 110173835391798753, 110013073120718206, 109378075864985612, 1302832, 109248318271918292, 109540784361211991]"
641,110111958056697630,"[109836909452018076, 109751167185322316, 109809994812128005, 109323451766884912, 110242032453073864, 109601503234229112, 109260504676969896, 109536853133760178, 110068921406778348, 231587, 109368367350337310, 109348674028759455, 109336851987706232, 109677091091118731, 110266001608903585, 109337625704399130, 109371320431081657, 109315476272011756, 109367233131939043, 109342179631920930, 109326738693812113, 109523161699986201, 109275519572401506, 109299383363780319, 106676597614407749, 109305363917986208, 109814522239386320, 109521676756394063, 109326598929100514, 110238434501570073, 109362380644619761, 109133889186870131, 108257054072945212, 109340615789801677, 109547959186486434, 109275368438590829, 559242, 109338014862229317, 109357290307646984, 109326949123097435]"
3815,110000966488991678,"[109625891189371860, 109885392474961234, 109252958192520008, 109432522057317247, 109252123256660845, 109334045596133897, 109855033903548407, 109559744714139880, 109336752813138383, 109365835413111443, 109820824020228326, 109338814511159931, 109762064432007382, 109260017939727555, 109142019562520551, 109299794021871745, 109442151395920815, 107909616669852316, 108270216892838549, 109332034521558562, 109292215883884818, 425346, 109324815079682768, 109360945885987332, 109384336686489395, 108204307895491262, 109247809070865678, 251129]"
4104,109819256972922140,"[110302138501942839, 110306428925652481, 58317, 110304663289910840, 110295527316616978, 108153692891988318, 109120283274056533, 106767583344085432, 109286818440701633, 110274802400058075, 109359175827253661, 109874660775354009, 109434819086403457, 110278278181825426, 110278643516343288, 108199298938345912, 1302832, 110219880441265038, 109523369074357673, 106676472661385721, 109954294851698448, 110242073867830773, 109261026948960351, 110083979898901299, 110243544646429406, 109432599863273951, 109547223658214330, 110173161793044698, 110238670224171275, 110235411185336510, 110223721398502785, 109564896927210875, 109522228281114054, 109336416286755625, 110226694370268976, 109280770544114981, 109365903346842633, 110218403435036027, 110212673864748280, 110204094523353367]"
3527,110162865023318212,"[110248945149766909, 110247780101643035]"
1420,109890709599563507,"[108203572232486483, 110270421598221101, 109677400768519593, 109364255194198468, 110213838681348468, 110213487988216497, 109586798786383106, 9115, 109298080781255458, 109252181602436302, 109507592001742884, 109257004972206707, 108194644293396381, 109506081606449948, 109954970005249124, 109251116272834212, 109338942517969713, 109559744714139880, 109383542925672102, 109247794675008963, 958614, 109383287809710128, 109937113046434465, 109274081067094382, 109363961421205546, 109412005484333089, 109342307067105865, 109264540388473649, 109257679863892878, 109247142679902496, 109267596294949012, 9921, 109276112154230131, 109252553118636605, 109679760529148262, 109251556876242167, 967834, 109374126006640768, 109265756335877680, 109293363605628610]"
8353,485168,"[110310867496144637, 110290894712539898, 110284714470640218, 1097579, 110179686490609822, 110181231885555799, 355096, 110052842215790186, 109506765333429102, 23439, 110070018925161431, 110035557140472404, 110044489115812231, 109315453809257745, 109308962755481945, 109961211418550350, 109956450497135672]"
6245,109835529188868068,"[109424076019289779, 110259886695835231, 109287656158524880, 110175789333724655, 194543, 109385480753484009, 110129187233917029, 109337882695089857, 110103218157729413, 109374351559210403, 109331955446644883, 109251360655677773, 110020964923155487, 109507675942534850, 109529550605913090, 109968565309900843, 109327101581254446, 109845298550366701, 109547090501178483, 109257209981799601, 109848217179203604, 109807821846490827, 109365670439054355, 109446905362709182, 109554008057681856, 109320387071599319, 109734506473674772, 109497128081274541, 109473770715041768, 109400396044255187, 109429106882847775, 109651249145090557, 109293037247449928, 109349332368928721, 109331360386915615, 72915, 109526644905655510, 109626218115383751, 109502045190270275, 109621542593534683]"
4938,1001545,"[510714, 109627700150974330, 109710755615246807, 110285441790705205, 110234041079460570, 110015350407560779, 109626973420369899, 110068921406778348, 109348294599164158, 109370991482211908, 109330855730621278, 109319175050318444, 109323690138456832, 109367760968660049, 109259475732566097, 109359318951487410, 466602, 109406494139518132, 110154337873661989, 109333213039464250, 110118723394425902, 110111545384122180, 110100609777621309, 109497316807359094, 109514468038986333, 110058957918944776, 110028200086888671, 108369305271368814, 108765554243449810, 109480061198293106, 109950154305211991, 109293508408537512, 109932419623733160, 109498087063311301, 109377212954145989, 109419428803368833, 109293156899332283, 109302065888843607, 109298058152602821, 109306491300405019]"
6798,109259833426849606,"[110208277659981358, 110279399404855292, 110272887728876765, 110185828386881540, 110301019059310384, 110300446485383203, 110180360754907463, 110291148600797411, 109582418081895426, 110287806600726125, 109325578062977263, 110261587704231277, 1142756, 110270872830735929, 109836973492234066, 108219438487536523, 108222836421911584, 110157717291678880, 109983777732936904, 110253645690840327, 110236678941801409, 110243073213779791, 110242671729141789, 110225822796280835, 110238765796668736, 109321834683359429, 110232679241599746, 110232737123550757, 109536359112657517, 110225565053167730, 110216405260753384, 1127917, 110216749883862161, 110194551153972078, 108295129255625863, 109367289236681282, 1113910, 110199305541648507, 110196968734367863, 109353217182102064]"
1680,109362241251053845,"[109274286465000383, 110169948126800327, 293032, 110060313804221704, 109247893055972211, 109935664727190911, 109918835522236389, 109851759780446452, 457848, 1286456, 109834935392844337, 109326642413195637, 109769013073267025, 109540073728739889, 109754314744472653, 199939, 109302171407391589, 109335661035295478, 109589784303467719, 109414598065545907, 109257507246191654, 109580460157941665, 109569627085503922, 109291046564002750, 656311, 108226689645591041, 109270804489830894, 109249869543252694, 109269168514454344, 108200273387585667, 109536491849763226, 109536119074902865, 108130628459246939, 109524448464020839, 109320622727071074, 109523599161993075, 109522530125540258, 109523104684595220, 109516848281443078, 109246317884313071]"
633,109354614709841195,"[110040584520654856, 109326934090373134, 110297860211560728, 109872824353300268, 110283907469535009, 109315182603967008, 108197900630052143, 110182575606214554, 109338653993750590, 109300338475204761, 109332355975941937, 110102257981526081, 109354564202240035, 110121018807249491, 109371010876960470, 110071802655587843, 109491505987552890, 109374422430838442, 109803805153550999, 858938, 109317455263984478, 109246066493998203]"
2569,109520768124043522,"[110289117400872682, 109354564202240035, 109298287900223242, 110103218157729413, 109299587359294298, 109347703964013140, 109524355014590147, 109941021932547079, 23439, 109847070264636922, 109627700150974330, 109355257125665747, 109326207616505551, 109852343259315199, 109345064319314536, 109506602509410212, 109352550424965278, 109333455297112361, 109294083757612316, 109733044433148000, 109694950946952883, 109359242542474575, 109620807771995359, 109294067957742097, 109549820619147103, 109515052544518835, 109307677181508680, 109554863730536695, 109553503213023871, 109343155878244199, 109548311155160633, 109297106477569763, 109514010664121571, 109362218508656288, 109536550455401068, 109348318874200129, 109365152962769706, 109320987557891250, 109300686122076111, 109524630258828326]"
2166,4307,"[110248945149766909, 110247780101643035]"
8845,109354978886710855,"[109622221066512048, 109361596013341409, 109257763368361439, 109259085605549951, 109324896791619450, 109625758627552635, 109315453809257745, 110027507157458340, 108202348171195316, 109693628838412277, 109309880077246841, 108193087055357058, 109252372645232221, 109295504291766525, 109341465009182177, 109392744803351511, 109626574977298684, 109375471884858011, 108294943618216727, 109340615789801677, 109247603488655271, 109438096534573641, 109284762232958909, 109270647092074423, 109244820628631289, 135874, 109262912116170601, 109302574612244646, 109541589004740073, 108299856716239147, 109591708595498650, 109620245928298954, 109569348988723180, 109552271093746406, 109545978846701612, 109314940552168464, 109245467898283121, 109522920945700899, 109298663708497556, 7985]"
2825,110069729635528902,"[110061607771996981, 109989490366090045, 109471757628889863, 109726582634399595, 560226, 109248557047393807, 125105, 109308623493541248, 807108, 109417841192753413, 108525551288418075, 109307545416709138, 109316029141955286, 109356913505096736, 109388178370988537, 109349063126899818, 109297303740475372, 41147, 926445, 109337481858278687, 109288032543065212, 428614]"
8075,528422,"[109325245185227563, 110310786526598773, 110111424249149291, 109380632740179855, 109287099922348646, 109384203495867312, 109700078577959610, 110274649020751667, 110056097774827169, 109366752449377726, 108198165411878819, 109290982130053766, 109350033483363573, 109362062253432284, 109287728050162426, 106767583344085432, 109247433807971220, 109263289187405058, 109884287562396397, 1302832, 110247631456547291, 109365910392489215, 109258768109778160, 110257977099091916, 1123221, 109294096801733689, 109899194501162350, 110050114197985772, 109293194912616865, 198248, 110218403435036027, 109245957384989613, 110128394525647073, 40711, 110212673864748280, 109552548805539786, 109262269650854243, 109248137067076645, 109520761475702518, 300296]"
9195,109956450497135672,"[109741664242608211, 110284337618534385, 110103218157729413, 109277837580353250, 2145, 109362078761774955, 109536965124331009, 110236911451713872, 109894302069513053, 108285507701936436, 110107978004044191, 110015328060350582, 110005299161849251, 109950604182715951, 109913561723853908, 109303453807455439, 109723228667484206, 108492076099741509, 109853766529545628, 109851104221537518, 336325, 395699, 109295068965214729, 109483858912056930, 109802130343018515, 244637, 109814291236787268, 109304282710436535, 109750073446014180, 1136867, 109554509603717397, 109803785840713121, 109803169228704664, 109738076155861290, 109259343844365134, 109246557447328246, 109551142304905970, 106170962775184826, 17373, 237743]"
4128,29799,"[110309425663721054, 110306638782189384, 109251985692772548, 110294150226142036, 110303729407333850, 110300520400723511, 110290584187882541, 110275681687832463, 109245554436089029, 109295608857373695, 888958, 109303720047964365, 109374224605730877, 109302010934189002, 110100878444442877, 110283652776411231, 109359050612759042, 110281686164211931, 109563324178871519, 109524859530712798, 110276388037293402, 110276276085262196, 108198078802624837, 109247331056517886, 109309381402367404, 109361298394922525, 109369900699717874, 109410367301231378, 110270043178139899, 109363939799881254, 109278799219747266, 110152463467280600, 109525401933968430, 109355483014017900, 109524223259340768, 110259730114669535, 109298485319087085, 110253620082004630, 109366721321686707, 109244661959657177]"
1172,108220888800087924,"[109941977618230197, 109689280033502497, 109311325233929332, 417634, 109728084708707459, 109372858627460344, 109367752961783641, 109321601315889133, 109892330429144765, 109332814399981582, 109627700150974330, 109626176584650695, 109620104004524943, 109601503234229112, 110103218157729413, 110164840955866341, 110045898829925143, 110141172424536208, 109746356531343287, 108130568676459053, 109376968228818876, 10943, 109966761613151707, 110119943415492976, 109692953916837835, 110109128212694905, 109528957610256605, 110111545384122180, 110055150311659456, 109296352583029081, 109295962447424698, 109302558080750211, 110010679450818524, 108196997144156927, 109823126463070546, 109549831396155405, 166366, 109382620345697389, 109271649414778000, 109596299285466166]"
4222,109258494895990438,"[110285171071775934, 110284256838102170, 109350309356363574, 1048706, 110262555865585126, 1336876, 109338710821231847, 110103218157729413, 109319515160978260, 110060313804221704, 107180504716982540, 109326927144018620, 109251556876242167, 109523629653036072, 109302688189155211, 109380906397913528, 109807160441915516, 109247327418894557, 367926, 109338054918107643, 109293361331702252, 109244864859434167, 109332187559111047, 109256296810736295, 109341982552794794, 109298591731690359, 109398521416108095, 859347, 109547206567913900, 108205605507001766, 109336344452003016, 108200273387585667, 108216221484577560, 109315151782467266, 109244752025211806, 109244582067113635, 109325113477251057, 109301668092082384, 877885, 109336367278647961]"
1989,109933781503024643,"[108222836421911584, 110204716200991636, 110103822616647471, 109315453809257745, 109929094813838785, 109880217315885408, 110005536294601750, 109265786260614905, 109354922606556619, 109906, 109798274120881682, 109750299185242823, 947222, 109496697929636553, 109252616608780886, 108220781455822587, 109513162483728999, 109504119366287767, 109574693797138222, 464278, 312351, 109360709634090360, 945728, 107909616669852316, 109242515826793009, 109314497321462652, 109372206855550681, 109254191607003720, 109338241942114962, 109112423934373619]"
5836,28517,"[109627700150974330, 109534452071817991, 109337027745030988, 110290894712539898, 109327485920709378, 109947885899208487, 109340644972219801, 109638378325834369, 109325119540982033, 110177726339474432, 109336851987706232, 110079392469179881, 109364006446846983, 109311607475281635, 109826248252994014, 109330704582548664, 230110, 110238999142690648, 110235159320527186, 109329111459139062, 110208237664623310, 108193042389450713, 109319237653902857, 109305415846051186, 110120201323935688, 109321300137578799, 110105056832716942, 109579955948913162, 109838199362506749, 109952858028802167, 110013289542805469, 109348204862012272, 109297813688226925, 109844824400782994, 109396015935288982, 109241047566285344, 109370225406097445, 109325556437957443, 109370205224136731, 109652920424393402]"
3855,487612,"[144121, 109753723537944628, 110106494244658267, 109812954275588054, 110016413890263351, 109992669888974553, 109959714169482919, 108214152040446659, 109839792147289171, 109246020109265778, 109766331248215759, 109489871684888957, 109344667247691172, 108225859347754423, 866464, 108194327056158100, 108194856869942193, 109363868175069063, 109536579588957662, 108130688835710215, 109539771730482796, 109365172285404108, 109539093148478178, 109536632922693488, 108194443191586924, 109326087690802129, 108079618015718576, 108194019421585965, 109244916274567877, 109530375464567065, 108361100391923232, 109284551062385505, 109347626952296649, 109398740261518588, 108197842693950029, 108130876249667340, 775808, 109310413406887840, 108211367850900207, 1390667]"
7803,110073535628597470,"[110290894712539898, 108227853963890414, 110236477230750464, 110179686490609822, 109925044867229222, 110169948126800327, 110156663667141588, 109253282132095226, 1153258, 109308962755481945, 109961211418550350, 109956474191191188]"
8257,110013513009205592,"[110287218380624882, 109855641686800461, 109985681656996991, 109320055978937631, 110089082196783449, 110002500700527208, 109387846769569499, 109966588422311189, 544958, 109248418501251656, 109945153762802038, 109598821812691363, 109251057627695183, 109736953866784795, 109676489370877025, 109335190509679387, 109257904604191284, 109603521288014356, 108199139164641337, 109414962587839238, 109552218970147628, 109309248867918383, 109306479996538224, 109520889905953319, 109251904622538636, 109369477037194952, 493113, 109269997253518821, 109270025645941940, 109451757710559277, 109392127431854378, 109245502044169856, 109391890216141033, 109355067364531257, 109389616440639220, 109382176079888811, 109375221977866125, 109366958709206095, 109354277694891320, 109338480236187583]"
7386,906328,"[110143263282116557, 109921599552967359, 109909028686779589, 108248790140395927, 109372254158265431, 109842538320097564, 109841188634011389, 109679315984178802, 108201606392045324, 109299427786957954, 109245672302261720, 108223164730156358, 109429823384375645, 109357632822267551, 107381606285095454, 108135850843043016, 109268894528951381, 109346711144252113, 109383116721259887, 109335479432156327, 109398582291522916, 108197668542451266, 109337643743422143, 108160537423272264, 109247326538387539, 109366942843814960, 109373389187531853, 109343995288954956, 109337736334735562, 109369079237722543, 109346336060222558, 588103, 109256727227649744, 108947988881943938, 109375713797265390, 109372242553659836, 109369572432306594, 109245662937354573, 30010, 109244584596901309]"
4303,110129043231151583,"[110296891815390063, 510714, 489928, 109303861536471143, 109940330642741479, 109280868166970729, 109364668069119362, 109386142990426327, 109310378762826777, 231587, 109326089248813292, 109386225079856959, 109271122248728382, 109341858255988212, 110264618842210300, 110276750781506600, 110242834174235457, 110265548537601107, 110262812864256181, 108442179766260348, 110244804523933229, 109463205272941927, 109524610791536491, 193749, 109987886198671601, 109338061660697407, 110103218157729413, 110145401722055295, 109312582618562080, 109336851987706232, 110187327440436516, 109496163997949912, 417811, 109315756247246228, 110173835391798753, 110013073120718206, 109378075864985612, 1302832, 109248318271918292, 109540784361211991]"
6555,109848583962231002,"[109836909452018076, 109751167185322316, 109809994812128005, 109323451766884912, 110242032453073864, 109601503234229112, 109260504676969896, 109536853133760178, 110068921406778348, 231587, 109368367350337310, 109348674028759455, 109336851987706232, 109677091091118731, 110266001608903585, 109337625704399130, 109371320431081657, 109315476272011756, 109367233131939043, 109342179631920930, 109326738693812113, 109523161699986201, 109275519572401506, 109299383363780319, 106676597614407749, 109305363917986208, 109814522239386320, 109521676756394063, 109326598929100514, 110238434501570073, 109362380644619761, 109133889186870131, 108257054072945212, 109340615789801677, 109547959186486434, 109275368438590829, 559242, 109338014862229317, 109357290307646984, 109326949123097435]"
2404,108193306415412751,"[109625891189371860, 109885392474961234, 109252958192520008, 109432522057317247, 109252123256660845, 109334045596133897, 109855033903548407, 109559744714139880, 109336752813138383, 109365835413111443, 109820824020228326, 109338814511159931, 109762064432007382, 109260017939727555, 109142019562520551, 109299794021871745, 109442151395920815, 107909616669852316, 108270216892838549, 109332034521558562, 109292215883884818, 425346, 109324815079682768, 109360945885987332, 109384336686489395, 108204307895491262, 109247809070865678, 251129]"
